Id,price
25891,15014
24964,13453
26793,16650
24640,12980
25158,13732
26663,16479
25936,15097
27577,18407
25913,15055
26097,15339
25880,14982
22144,10182
26771,16603
26871,16800
27571,18394
25959,15143
27438,18062
25786,14766
26946,17006
24547,12832
26790,16642
24453,12716
24567,12862
24412,12654
25271,13912
26900,16900
26765,16587
26087,15322
27722,18736
26989,17078
25875,14973
24639,12979
25540,14364
26532,16191
25873,14968
26235,15666
25541,14364
27501,18206
24645,12985
27736,18781
26443,15984
23843,11925
26561,16242
21549,9651
27186,17473
24742,13092
26394,15907
23201,11209
27497,18193
26755,16562
26409,15930
26861,16787
26060,15272
23267,11276
27490,18181
27110,17265
24832,13229
27525,18259
24427,12680
26625,16392
22990,11040
25721,14637
23098,11119
27573,18398
25776,14745
25240,13850
22521,10558
23872,11966
26847,16778
23178,11189
25962,15147
26801,16677
27610,18481
26192,15559
27473,18128
26285,15773
24238,12440
27306,17805
25342,14047
26825,16718
26812,16703
24307,12554
26899,16896
26789,16641
25394,14103
26629,16397
18231,7403
23587,11602
25132,13687
27338,17892
27137,17347
25426,14167
26239,15675
27149,17377
24165,12341
24353,12617
27292,17760
27211,17535
25955,15134
26469,16043
26425,15952
26547,16231
23205,11212
27325,17864
26220,15618
26578,16290
27025,17166
26754,16560
23147,11165
26268,15745
27067,17191
27273,17716
25916,15064
27171,17434
27145,17365
22388,10412
26182,15528
24167,12342
25963,15147
26145,15451
24197,12381
24269,12494
24886,13317
26631,16400
24243,12454
23791,11851
26967,17045
25881,14982
26093,15334
25389,14083
25862,14945
23868,11962
25932,15092
25799,14790
26058,15261
26935,16985
27111,17265
24012,12182
25927,15083
24071,12210
26157,15474
25918,15065
27655,18611
27482,18166
24974,13477
27092,17227
23942,12078
25406,14125
27625,18524
25349,14067
25080,13600
26476,16062
23959,12095
26919,16944
24584,12891
26731,16506
24940,13398
25734,14660
26589,16309
27511,18236
24354,12617
27524,18257
26395,15908
27581,18423
25654,14558
26219,15618
26559,16241
26249,15696
25169,13753
25334,14037
25659,14574
24770,13133
24606,12927
26774,16616
26772,16611
24850,13253
27502,18207
27115,17278
27172,17436
24858,13267
27446,18077
24834,13229
26274,15757
26310,15811
26533,16192
27439,18066
25678,14605
27189,17476
26195,15562
27125,17315
25981,15185
27158,17403
26779,16626
22637,10685
26852,16778
27223,17579
26615,16368
25010,13542
23922,12048
27228,17592
26897,16881
26638,16410
27198,17509
25865,14948
24164,12339
25719,14634
25135,13693
25669,14588
26373,15851
26424,15949
25952,15126
27009,17126
26457,15996
27011,17136
26831,16733
24329,12587
24423,12674
26101,15364
22898,10937
24965,13453
14926,6007
26413,15938
27666,18663
27394,17953
27088,17220
25934,15095
27152,17383
22808,10833
24755,13109
26183,15528
25710,14615
23694,11757
25059,13574
26493,16092
26510,16140
21280,9435
26081,15312
25165,13744
22775,10798
25513,14308
22532,10572
26816,16709
26757,16565
26656,16462
26835,16733
26402,15919
20659,8949
26205,15587
27659,18630
27312,17825
27282,17751
26439,15977
26262,15729
25126,13677
25852,14920
24115,12271
26762,16582
25220,13820
24227,12423
27216,17553
19217,7959
24772,13134
20494,8828
24852,13254
23764,11820
21720,9789
24309,12554
25209,13811
25764,14720
26146,15451
26330,15840
26642,16425
26746,16544
26810,16694
25063,13587
27114,17273
23424,11416
19091,7862
20284,8703
26581,16294
24932,13387
21633,9728
22386,10412
24193,12379
25084,13607
23829,11903
24265,12492
24870,13287
20459,8800
26173,15510
26229,15651
23191,11198
27326,17869
25327,14027
25714,14620
24183,12369
26950,17014
20581,8889
25883,14998
27742,18795
18067,7294
26829,16731
24588,12898
25872,14968
24531,12822
25942,15105
24613,12939
24603,12918
23809,11869
19652,8264
8014,4328
27565,18371
24282,12521
26849,16778
23946,12081
26614,16364
19948,8496
20945,9158
26768,16593
25088,13610
27422,18027
25784,14763
23464,11460
20507,8840
26517,16169
26594,16316
25595,14445
19804,8370
27637,18557
27641,18561
27729,18759
22991,11041
22086,10107
23193,11200
18922,7771
24554,12843
24644,12985
24178,12361
26857,16783
20179,8630
20506,8840
27156,17400
17403,6971
17097,6817
24605,12923
24321,12576
25307,13986
27557,18358
27332,17888
25215,13813
25269,13908
23857,11948
22407,10429
17291,6927
24747,13097
26273,15756
25093,13622
25535,14359
18342,7464
21907,9974
14222,5765
4971,3734
21670,9769
22615,10666
23597,11616
24992,13503
25332,14033
24162,12338
26873,16803
26787,16632
26876,16807
26879,16813
18876,7741
23976,12117
24098,12248
26929,16960
23062,11091
19479,8115
21583,9683
23784,11844
24077,12224
18357,7468
12618,5292
22349,10401
21972,10043
17990,7276
18241,7409
21829,9898
24672,13026
24457,12720
24805,13190
27008,17125
18964,7802
23662,11711
22896,10935
23220,11228
25791,14775
22638,10687
26412,15937
26563,16253
23909,12030
25797,14787
2366,3175
23870,11965
26421,15948
27346,17904
25221,13823
22651,10697
26335,15842
21562,9663
17557,7068
22786,10808
25929,15091
20474,8816
16199,6474
21432,9540
21623,9714
27136,17343
27589,18431
26928,16960
21263,9414
20000,8540
21873,9939
23910,12030
22282,10333
27519,18251
24163,12338
18859,7730
5014,3745
24093,12238
23782,11843
25296,13951
25437,14190
21510,9607
23759,11816
18341,7464
24314,12559
26964,17041
27337,17892
17980,7273
23306,11341
24422,12674
25515,14319
22627,10681
24209,12396
22760,10778
27144,17360
27128,17323
21809,9881
25082,13605
26389,15889
25217,13818
23286,11312
26375,15851
24285,12529
22448,10477
25769,14731
22415,10438
23248,11257
23052,11086
27452,18107
24143,12311
24357,12621
21097,9266
20593,8900
24809,13196
22266,10317
23822,11888
25180,13766
27002,17114
21674,9777
27168,17425
23867,11958
24653,12992
13799,5624
17765,7154
21639,9730
22913,10954
25280,13929
24348,12615
24954,13427
25116,13660
20870,9090
20508,8840
21519,9618
21084,9256
22814,10838
21811,9882
24961,13445
22288,10338
22868,10910
25344,14058
19767,8334
21993,10062
22611,10662
15223,6112
15531,6223
20235,8666
18358,7469
25388,14080
24891,13320
21793,9864
22275,10331
20935,9144
20220,8653
21722,9791
24154,12327
27219,17569
21450,9551
24418,12670
21314,9467
19958,8505
23914,12032
23235,11246
26855,16779
20931,9139
24767,13127
24846,13250
20555,8870
24460,12723
23120,11147
21075,9251
23995,12155
24948,13417
20303,8716
18580,7579
20595,8901
21515,9611
23670,11716
20879,9100
19888,8441
26791,16643
22782,10802
21776,9845
22322,10365
25462,14224
20153,8610
27138,17351
25534,14354
23532,11537
19796,8364
23732,11775
22514,10553
24094,12242
24219,12409
20954,9169
15331,6156
25054,13561
25108,13645
17366,6968
23543,11554
23509,11519
22739,10761
24270,12495
22286,10337
25259,13887
21937,10011
25163,13737
19314,8024
24876,13298
18650,7616
27646,18574
20267,8690
23736,11781
24242,12451
23073,11104
22205,10255
26740,16521
26986,17073
25765,14724
26583,16297
22302,10349
26250,15697
20544,8865
23869,11963
22123,10151
17632,7100
25526,14341
23047,11078
17902,7229
25138,13702
25520,14330
22776,10798
25103,13631
22009,10078
19202,7950
26961,17036
23458,11455
22982,11032
23531,11534
21582,9683
18521,7550
23789,11848
25567,14404
27547,18318
26136,15426
19735,8301
18900,7754
24502,12779
15938,6375
17825,7187
18725,7644
14668,5919
27294,17765
12170,5182
26760,16575
24207,12394
27651,18598
27230,17597
25843,14893
19939,8487
27597,18445
21840,9901
20123,8587
20983,9199
27580,18421
19507,8138
21413,9526
22198,10238
23481,11481
21255,9407
21861,9925
22308,10350
22079,10098
20251,8681
23865,11957
22987,11039
17404,6971
21457,9555
19288,8010
23510,11519
24027,12199
26865,16790
25050,13555
23309,11351
23628,11651
22498,10536
18801,7695
23844,11926
23251,11262
22629,10682
27435,18057
22751,10769
21121,9285
23282,11303
23159,11176
21221,9368
3955,3504
14172,5750
17735,7139
24338,12606
20551,8869
23195,11202
24241,12450
22729,10749
25715,14623
22133,10165
23250,11257
26501,16112
26733,16507
19243,7978
21636,9730
20738,8978
21101,9275
22610,10662
21585,9683
21303,9457
21181,9335
19989,8530
25884,15000
24568,12864
20502,8835
17768,7155
23752,11796
19014,7832
23950,12084
21789,9857
25592,14433
21875,9942
21495,9593
18296,7437
26316,15819
23614,11640
17776,7161
17548,7062
24150,12319
18023,7291
15923,6368
23687,11746
15263,6129
11415,5000
21265,9416
18138,7345
22319,10362
17241,6899
19143,7906
26214,15609
23962,12098
27173,17441
25249,13869
21688,9788
21135,9295
18197,7385
26487,16082
25100,13629
20915,9129
22010,10078
24264,12490
16950,6770
22613,10664
21318,9471
18804,7695
25015,13553
18825,7713
22971,11020
22055,10084
22477,10501
25323,14022
23126,11152
25550,14383
27532,18281
25814,14826
24156,12334
22156,10197
19257,7987
21014,9229
24293,12542
25816,14833
24286,12530
23947,12082
21727,9794
22397,10424
23931,12061
18418,7486
23422,11415
24220,12415
24808,13196
21323,9471
25577,14416
24884,13316
19849,8408
23757,11815
23333,11379
18327,7455
23305,11338
24836,13232
27001,17111
6940,4140
22918,10959
21877,9946
9989,4704
18202,7388
22164,10206
12539,5268
20482,8820
23143,11161
23117,11146
23239,11248
23165,11180
21015,9229
24939,13397
22316,10357
18799,7695
27215,17552
22222,10278
26509,16137
23838,11922
24186,12373
20878,9095
23655,11702
25946,15111
25459,14220
23516,11523
23326,11370
20492,8827
25860,14938
17244,6901
20956,9171
24410,12654
19951,8499
21321,9471
19446,8095
21985,10053
20748,8988
26083,15316
21767,9833
26294,15792
15609,6261
24305,12551
19623,8242
23312,11352
21940,10012
23888,11986
23833,11912
25262,13899
19265,7991
20002,8541
25242,13853
19916,8464
20223,8654
25325,14026
21026,9234
23129,11154
26544,16223
25837,14882
21349,9494
25716,14624
20496,8829
22292,10340
19663,8275
26175,15512
22158,10200
23490,11491
19085,7859
23859,11950
20816,9044
22124,10153
19566,8194
24271,12498
24232,12431
24842,13248
22636,10685
17232,6890
21193,9343
18427,7494
18308,7441
21397,9513
23812,11873
24921,13369
20792,9030
22643,10692
20898,9116
25235,13846
13222,5460
15729,6291
23181,11190
22771,10796
24119,12282
25295,13950
20753,8994
26000,15225
19221,7963
17830,7190
19968,8518
25593,14438
22223,10279
19996,8537
19590,8217
23222,11229
24235,12437
25826,14844
24176,12359
21315,9468
26975,17057
26296,15794
26050,15252
21428,9533
20971,9183
21962,10032
20362,8758
16608,6635
19832,8400
24489,12764
21194,9343
25130,13686
25436,14188
22580,10633
24625,12958
18917,7766
20185,8631
21400,9513
23771,11826
23639,11666
21848,9909
19544,8176
23848,11934
15410,6171
15770,6306
23803,11863
22066,10090
27480,18159
11974,5141
18821,7708
16949,6770
22013,10080
23629,11654
18083,7308
19628,8245
16150,6455
22329,10374
21170,9330
26973,17052
26211,15602
26336,15843
20863,9082
19949,8498
21749,9818
24280,12512
24621,12951
21923,9998
23300,11333
20911,9124
21943,10013
19966,8517
23581,11595
19805,8371
23879,11971
26009,15239
19734,8301
23005,11062
22983,11033
18779,7678
25914,15059
19541,8174
21819,9891
21270,9424
21669,9768
21498,9596
20404,8770
20283,8703
22946,10993
19822,8388
20639,8930
20157,8614
23689,11748
23830,11904
24925,13372
24648,12988
19180,7933
26911,16921
19671,8280
18842,7723
20447,8794
16276,6511
21479,9576
18829,7715
22984,11035
19128,7897
25576,14414
24752,13107
21883,9954
17879,7216
24575,12872
19970,8518
12266,5208
21132,9293
23241,11250
22069,10091
22283,10333
21960,10030
23154,11170
21683,9784
20645,8936
20575,8887
22403,10428
23450,11437
22348,10399
24951,13421
25145,13714
26232,15658
20359,8752
24180,12364
15450,6186
21327,9474
20537,8858
21184,9336
22823,10851
19496,8131
25069,13588
26473,16055
22381,10406
17771,7155
25003,13532
19872,8426
18463,7512
24349,12616
21905,9973
23851,11942
20579,8888
19952,8499
23596,11613
21469,9569
24544,12831
22168,10210
22742,10763
25783,14759
25316,13995
26737,16518
20113,8580
25889,15013
25398,14105
18532,7553
20832,9058
18014,7287
18731,7651
22882,10924
26059,15265
22274,10330
21774,9841
21088,9258
19914,8462
26868,16793
15279,6132
21918,9996
18284,7428
23311,11352
21399,9513
25538,14361
25292,13945
20638,8930
21546,9647
18410,7484
16844,6720
20590,8896
21966,10036
20323,8736
20250,8681
21156,9314
19013,7832
24070,12210
22422,10447
19965,8515
21142,9298
23984,12146
26103,15365
22217,10275
25751,14692
23438,11430
24781,13153
26170,15505
22421,10446
22520,10558
22536,10576
22522,10560
27747,18806
20976,9189
11300,4980
21721,9789
24464,12731
23522,11527
21140,9297
24776,13135
24851,13254
23064,11093
21393,9511
19647,8258
21006,9218
11736,5071
23431,11421
24251,12459
22759,10777
20943,9157
25397,14105
22878,10920
23133,11155
24074,12219
19106,7875
15512,6214
22900,10939
20306,8720
13487,5536
21665,9761
25851,14918
22910,10951
27733,18777
22093,10113
22949,10995
22315,10356
22955,11004
20445,8794
24803,13187
21416,9526
24261,12483
22290,10339
27250,17659
15469,6194
18321,7453
19733,8299
23507,11516
24909,13348
21108,9278
22800,10824
20941,9155
24775,13135
23660,11708
22973,11021
22932,10968
25085,13609
18151,7356
22075,10096
22237,10291
19967,8517
25424,14165
24838,13234
21311,9465
25646,14542
23152,11168
23163,11178
18421,7491
26063,15281
23275,11296
23445,11435
26542,16219
24911,13355
23444,11435
19552,8184
25604,14465
25777,14745
24304,12551
23269,11280
23591,11607
22215,10271
26072,15291
24953,13423
24010,12179
20827,9055
19123,7888
22060,10087
17423,6982
25503,14294
19748,8316
19421,8074
6668,4096
25162,13736
18531,7553
17648,7109
17767,7154
23256,11263
25846,14904
27134,17338
21286,9443
23265,11272
24298,12546
25431,14180
19149,7911
23683,11738
24061,12207
19074,7848
21667,9763
19385,8056
24895,13324
24274,12499
23993,12153
22830,10861
22905,10947
23469,11465
20219,8652
19573,8203
20830,9057
18874,7740
21238,9384
23895,11999
25798,14790
21938,10012
26001,15226
20149,8603
22063,10090
26820,16716
23761,11817
21863,9926
21458,9555
25752,14698
19592,8217
22943,10989
24904,13337
13223,5460
25661,14577
21762,9828
22073,10096
20842,9069
17429,6987
18543,7559
19324,8033
20477,8818
17627,7098
25755,14709
22561,10609
24732,13074
20484,8820
20603,8910
22598,10652
5216,3780
18102,7321
18865,7737
17757,7150
19627,8245
7022,4158
25272,13917
25601,14453
8697,4459
21909,9979
24333,12596
25279,13926
20583,8893
26120,15395
23798,11856
25956,15137
19730,8299
22077,10098
20229,8662
24843,13248
24626,12958
22225,10282
19184,7936
23007,11066
19744,8314
23638,11663
26141,15444
21445,9548
17961,7258
24632,12968
18229,7402
23557,11565
16123,6443
26203,15584
24963,13445
26040,15240
22129,10164
26255,15708
23166,11180
23415,11405
24254,12466
25547,14375
25131,13686
26370,15848
22640,10688
21405,9519
25731,14654
20582,8891
24503,12787
17227,6888
22874,10914
23854,11946
20741,8981
26276,15760
19807,8372
21419,9527
21542,9645
23968,12100
25455,14214
25644,14542
21832,9900
24462,12725
25528,14344
23927,12055
21599,9700
13664,5593
21179,9334
20108,8580
22304,10349
19729,8299
19973,8521
23172,11188
24677,13034
21005,9218
18590,7585
23652,11690
25811,14817
26471,16049
24658,13001
24820,13207
23847,11933
20109,8580
24126,12291
21948,10019
19943,8490
19130,7899
22958,11007
22747,10766
21955,10020
21023,9234
18980,7812
25186,13771
19464,8108
20801,9033
19213,7955
20531,8855
23568,11577
20481,8820
22922,10962
16599,6630
19432,8081
21083,9254
27132,17330
21358,9504
22873,10914
18278,7424
24995,13508
24659,13001
26591,16311
21915,9987
23009,11068
21609,9704
25971,15164
23223,11230
23046,11078
23900,12009
20789,9028
25585,14426
26089,15323
25081,13603
20491,8825
19801,8366
15586,6250
19419,8073
19335,8039
26140,15440
23141,11161
23996,12156
23936,12068
19575,8204
18164,7365
21401,9515
20252,8683
16159,6458
23484,11487
8304,4387
18533,7553
18581,7580
17369,6969
21189,9341
19551,8184
22459,10483
27274,17723
25493,14281
25548,14375
22727,10744
24276,12502
25970,15164
22276,10331
20617,8916
22342,10392
23985,12148
22488,10519
23919,12047
22050,10080
24786,13157
27656,18614
23546,11557
20407,8770
23226,11233
15921,6367
21834,9900
26821,16716
8903,4492
20793,9030
25391,14092
22723,10739
17777,7161
19295,8014
19676,8283
23610,11638
18022,7291
16939,6763
24106,12261
18262,7418
26092,15334
19060,7841
18535,7553
23746,11795
21325,9471
26527,16187
19275,8001
18978,7812
23487,11489
25422,14165
18153,7357
20979,9193
23420,11413
22791,10817
25448,14199
25466,14234
17854,7203
25276,13919
21763,9828
17824,7187
15535,6224
18662,7627
24566,12862
21078,9253
23760,11817
17539,7056
21671,9770
16755,6671
13439,5519
19526,8161
22718,10735
23511,11519
15305,6145
22665,10711
18395,7476
23748,11795
21027,9235
22897,10935
22624,10681
20340,8739
25443,14199
24236,12437
22892,10931
13778,5618
22909,10951
16277,6511
24021,12196
20324,8736
24137,12308
21941,10012
22100,10129
20556,8870
21406,9519
15756,6300
22901,10940
24583,12891
23619,11644
20487,8820
19582,8212
21439,9542
13807,5625
22862,10901
17442,6996
19108,7877
22813,10838
26506,16129
19504,8135
24559,12846
18850,7727
24441,12696
24283,12522
24471,12738
25263,13903
18908,7759
24474,12738
17574,7076
20338,8737
21618,9710
20591,8897
21195,9343
21294,9450
18393,7475
25156,13730
20513,8847
17778,7161
23814,11873
24602,12916
18819,7707
22410,10433
22574,10623
22068,10090
21584,9683
20188,8637
21891,9959
20106,8580
21063,9240
20334,8736
23747,11795
23257,11263
8417,4404
22256,10311
22559,10609
20094,8572
19413,8069
19601,8223
6132,3985
20240,8669
14441,5831
19054,7836
12769,5327
21682,9784
17028,6798
21529,9627
22548,10584
25559,14388
25320,13998
23896,12000
23407,11399
18306,7441
14749,5937
25972,15164
22510,10548
25150,13720
23212,11220
19977,8524
19515,8148
18934,7780
19677,8283
15079,6061
13283,5488
23767,11820
27116,17279
15516,6216
21112,9281
26160,15478
23211,11220
27264,17689
23179,11189
21295,9450
25788,14773
23626,11650
19661,8271
20468,8810
20255,8686
24166,12342
16795,6694
21572,9677
23295,11325
22239,10291
27015,17143
18534,7553
20959,9173
18213,7392
22165,10206
21141,9298
18839,7722
14457,5834
19712,8287
24958,13439
12797,5335
23419,11409
16979,6781
25609,14481
26051,15253
24085,12229
24448,12709
24327,12587
13819,5631
26747,16545
21561,9660
14224,5765
18139,7346
15757,6300
15604,6260
17408,6973
18519,7549
12283,5215
23578,11588
18644,7610
22819,10850
14809,5963
12687,5310
18313,7445
9302,4573
13174,5446
17353,6963
17606,7090
1997,3098
41918,1262
26773,16613
23258,11263
26470,16048
21593,9697
22588,10640
21947,10019
22101,10129
26209,15600
17595,7084
17873,7213
16392,6544
20304,8718
18133,7341
18743,7659
23252,11262
15479,6199
21148,9302
6765,4106
12792,5334
21512,9609
16614,6639
25416,14148
19097,7864
17773,7157
22206,10255
8987,4509
22400,10427
17601,7088
22780,10800
21912,9979
16092,6431
12452,5245
12435,5242
20902,9118
15196,6104
23176,11189
17004,6788
18689,7644
20181,8630
27076,17203
21821,9892
18404,7479
11730,5068
14112,5723
24721,13061
23678,11726
21106,9278
18435,7500
12086,5161
22152,10193
15968,6390
14195,5759
15662,6281
15460,6190
15974,6396
17506,7037
12953,5387
17010,6793
18685,7643
14877,5989
22516,10553
11856,5103
23324,11368
15842,6337
19161,7918
23863,11956
18776,7677
10165,4730
14266,5778
16157,6458
21020,9233
22585,10639
16169,6463
16589,6626
17474,7016
24101,12255
21249,9401
12930,5382
18165,7365
16136,6449
17354,6963
16284,6513
15485,6203
16091,6431
18007,7283
17607,7090
20313,8728
17920,7236
21803,9876
16931,6760
27194,17496
19489,8124
12267,5208
18566,7573
22981,11032
18902,7755
15917,6366
20074,8550
23271,11286
15553,6237
17081,6810
20626,8922
21816,9891
12850,5358
17218,6885
20161,8617
15850,6340
19337,8040
14538,5869
17210,6877
11494,5018
16869,6731
18827,7714
24303,12551
23067,11102
22442,10471
23049,11079
18324,7453
22772,10796
20667,8953
19227,7965
14193,5758
17586,7079
24947,13406
16559,6617
16926,6758
13180,5450
15408,6171
17644,7107
20640,8930
17292,6928
6263,4011
14207,5759
13703,5601
20230,8662
13768,5613
8505,4423
19428,8079
19650,8261
20833,9060
17780,7162
17038,6806
14105,5721
18253,7414
16386,6542
14807,5962
15539,6225
24477,12745
15299,6140
11919,5124
24888,13320
16083,6424
20116,8582
16487,6588
10099,4714
19510,8144
20111,8580
20329,8736
20663,8951
14640,5912
18814,7702
14997,6041
21257,9408
22430,10455
22390,10415
18651,7617
19639,8256
23113,11136
17792,7171
17501,7036
22677,10727
16270,6509
24979,13485
15300,6140
17109,6822
17612,7092
22881,10923
17432,6987
18860,7730
11576,5038
17590,7080
12226,5197
19148,7910
10147,4725
10237,4746
51464,2376
18128,7339
16440,6565
11235,4965
12416,5237
17599,7087
22003,10071
14109,5722
20416,8774
25205,13803
16464,6580
22076,10096
17279,6921
24465,12734
14686,5925
14307,5795
14680,5923
13654,5588
11295,4978
14974,6031
16981,6783
17015,6793
376,2809
23103,11128
21635,9729
14090,5715
12121,5167
23527,11531
21446,9548
15753,6300
9195,4548
9196,4548
16090,6430
17649,7109
13950,5676
14101,5719
14925,6007
13093,5421
11482,5015
16507,6597
16802,6701
13465,5530
13977,5690
17629,7098
15975,6396
8122,4353
13777,5618
16001,6401
15238,6116
11123,4937
14498,5855
8739,4462
15581,6250
7658,4269
7582,4255
20647,8938
14455,5833
23793,11853
12603,5288
23880,11973
20859,9078
20865,9085
13423,5513
16506,6597
17135,6838
12592,5285
22327,10371
23411,11401
14248,5771
9211,4553
12917,5376
22584,10636
16922,6755
16390,6543
14274,5779
19741,8312
20457,8799
11589,5041
23489,11489
21642,9735
22716,10732
24450,12713
16238,6495
13937,5670
14318,5800
17084,6811
8807,4475
20574,8887
22784,10805
12078,5158
13758,5607
22936,10977
15774,6308
12158,5176
17311,6936
16490,6588
13074,5412
21491,9586
11483,5015
22099,10126
24326,12584
24091,12237
18666,7631
25004,13536
19508,8139
16528,6604
16142,6451
19637,8256
10411,4779
14840,5976
19835,8400
14553,5880
17406,6973
14837,5975
11102,4931
13705,5601
17850,7201
51626,2396
2411,3179
21139,9296
22744,10763
14449,5832
23190,11197
21359,9505
13198,5455
23137,11157
11890,5114
17488,7025
18947,7790
13230,5463
23429,11419
15564,6239
21065,9242
20614,8915
23106,11130
14735,5932
9617,4634
15823,6332
11905,5121
3247,3355
24798,13178
15226,6113
16095,6435
16671,6664
10470,4791
14459,5836
21211,9354
12863,5362
13536,5547
18766,7673
10931,4896
17891,7222
15243,6121
13642,5583
14846,5979
19815,8381
12103,5165
14601,5889
23916,12036
17088,6814
12989,5397
11779,5083
9874,4679
15961,6387
10158,4727
7296,4201
13699,5600
2024,3105
24419,12671
16119,6442
15954,6383
17007,6790
22065,10090
14743,5937
14159,5744
21133,9293
16836,6715
16403,6548
17866,7209
15316,6149
15317,6149
13865,5646
17134,6837
16053,6412
22766,10787
13153,5442
12509,5259
11247,4967
14886,5995
8531,4428
13070,5412
17640,7106
20312,8726
12508,5259
9345,4583
9922,4690
23679,11730
19956,8504
23496,11503
14140,5736
14213,5761
14751,5938
9396,4586
14097,5717
16499,6595
16984,6783
21131,9292
22268,10317
16908,6750
19616,8233
